sample,Hash,nReads,kingdom,phylum,class,order,family,genus,species,Host_name,Host_DNA
Gb_BS_unimp_3C6_s_43,afe23f18c393c5cecab72478d6c9daba01e57f23,1,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Lepidorhombus,Lepidorhombus whiffiagonis,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,f44ac08e3c5cfad380cfa3d770592e146930c7f2,39131,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_BS_unimp_4D2_s_40,6d6f14d6ba7aa6b49ddcda03715674e65f4792a9,610,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,9ebd0bcbae3f4ee1f10ba13d858e85af17744e67,6,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,61316716168d01b71b72a5140a56d94ded89efb2,5,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,abc41b19bb1ac3fd84cf7550698b2d8d41ffe598,4,Metazoa,Mollusca,Gastropoda,Cephalaspidea,Laonidae,Laona,Laona quadrata,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,084dbde0ad03224e130c764316917aae040e48f4,3,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,15bb92b48493f01700200f1ba03a74fd72361f68,3,Metazoa,Echinodermata,Ophiuroidea,Amphilepidida,Ophiacanthidae,Ophiacantha,Ophiacantha abyssicola,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,a522c8996baf7b86e359785f910b87021eef7843,3,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,cacb2c0c381be137cae62819c34d983fac34e746,3,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,NA,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,94aae4e667fed57d70a7f9ae04095ac37be40c25,2,Other Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Attheyaceae,Attheya,Attheya longicornis,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,98a11a1721d5f1af1bfd8248b1161eac83d037c0,2,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_BS_unimp_4D2_s_40,3c318c24c63dd568db0eb62e18145aa351ccfe4b,1,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_BS_unimp_6F4_s_42,f44ac08e3c5cfad380cfa3d770592e146930c7f2,53136,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_BS_unimp_6F4_s_42,9aef3586aa256c6e06806ccb09ae7bb0a0f24341,1894,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,6d6f14d6ba7aa6b49ddcda03715674e65f4792a9,714,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,13cbaf1726058c1140600f8ad257c456738a943a,618,Metazoa,Porifera,Demospongiae,Bubarida,Bubaridae,Phakellia,Phakellia ventilabrum,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,18ed0554759bc6f5c8a18fd9b470379314ea31b2,207,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Lepidorhombus,Lepidorhombus whiffiagonis,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,03d141df67f80cf7290b47c1e79362d8df2aeb86,109,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Trisopterus esmarkii,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,19ea437d307353a3f2eeac137706a5adcaed96a6,103,Metazoa,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus acutus,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,cf9388ce38c7d29dd7ee7dbf879e13a2be5c729a,74,Metazoa,Chordata,Actinopteri,Perciformes,Triglidae,Eutrigla,Eutrigla gurnardus,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,f2b5719e3bf536b4de011c2377ca7f65ee7f8589,57,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,70d25f689ff0d12561251cf5f09a941f5e87702f,19,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea sp.,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,05b58e569d0c312b1b113148e3fa1e3b1b4b825e,16,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes norvegicus,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,19aa95a930b554f9107622ab1a189062f5354f3e,14,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,NA,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,b11f660c01905e6bce87bb5021b232783f37c605,13,Metazoa,Nemertea,Enopla,Monostilifera,Oerstediidae,Antarctonemertes,Antarctonemertes valida,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,62dcded341cfbbedfe64863b45da2be3442b771d,10,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,NA,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,5ae1341da7ed3b29f88201563c85b12b0112a65a,9,Other Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,3ab36f02b39a584d75b796c383917bbf8b621b07,8,Metazoa,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Paraphelliactis,Paraphelliactis xishaensis,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,d140df532933eee8e96dbd09dc029b19e375fc6f,6,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,ce1a82e5eee9c0b2fce857846df2df2e4f19c1e7,4,Metazoa,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius merluccius,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,0ba85c8a5083228f4c6508e7eec25d60bdfdb378,3,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,d0e7fc10597fbd4e38adfa9ec129815add14008d,3,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,bc5b87bc503ce611584cdae87c40996e53f6ed74,2,Other Eukaryota,NA,Pelagophyceae,Pelagomonadales,NA,Pelagomonas,Pelagomonas calceolata,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,cd8e9b40496d2254a6e31b4d2dd32113b8c4eed0,2,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,f3cd057fb1d7494786cacf5d47e93b6cc2bac0a8,2,Metazoa,Nemertea,Hoplonemertea,Monostilifera,NA,NA,NA,Geodia barretti,nsDNA
Gb_BS_unimp_6F4_s_42,ae8e6dff7bdc3297ddb2b17e7132683a3b8020ef,1,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_BS_unimp_6F4_s_42,b30c2a4234b0337699cde38f532c260b2b9418ab,1,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,f44ac08e3c5cfad380cfa3d770592e146930c7f2,130088,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.1_d_69,06601609fc62f21a827d1eb303d6ccdfb677938b,4359,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,d2fed8620f218c9a6aafb7ac90dcd7c858e8a937,667,Metazoa,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,Acanthascus dawsoni,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,37ed1360b57b3ba7785fa477688d1c3699aa2a1d,420,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,Paragorgia arborea,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,0b9d5fe12d0ad94be23f963f80b33258d8bde293,75,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,d140df532933eee8e96dbd09dc029b19e375fc6f,64,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,f8b9eb41062c85032102ea133d3e36085b5bbd75,27,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,53d29f041c984d5ef7b73ea92f7833a5740b70b8,13,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,ad2a4db92b406d97681fbaec923f184a37a8044d,13,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Phacellophora,Phacellophora camtschatica,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,739346680c620bc482ee29b5bbe2c37a9512e0bd,10,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.1_d_69,0f8cc9d6bd90a4b97b0d7c5aa02b29b409a1c269,8,Other Eukaryota,NA,Dinophyceae,NA,NA,NA,uncultured dinoflagellate,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,8037922e1e7153f3e491d74b9995a29f9b8d986a,8,Metazoa,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Bathylagus,Bathylagus euryops,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,164add9b02424fa724dfef34287909313eccde32,7,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,ae8e6dff7bdc3297ddb2b17e7132683a3b8020ef,6,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.1_d_69,2d9ac27f72366b72bf7bcfc421c3cd2a84ea4bd8,5,Metazoa,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea levis,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,bd0845a5ce1188dd63609ef46f6c40f9469daac7,5,Metazoa,Porifera,Demospongiae,Merliida,Hamacanthidae,Hamacantha,Hamacantha falcula,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,dab540c77d3587adf59bbafd35e78949cbb2771c,5,Metazoa,Porifera,Demospongiae,Suberitida,Suberitidae,Plicatellopsis,Plicatellopsis fragilis,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,9319d028f005eb452555c9ce71cb703843ec812e,4,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,b25311146b6159721ba34f75dc208c535bc88744,4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Torotrogla cardueli,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,e0a743dbba2ff9c5c99378633ceab3ff1d7a6475,4,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,4aef5cca6bf8bbd9319d24069765ef96d69e5ef7,3,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,81a845ddc3278c1942de1601616fcc61e507ec28,2,Metazoa,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,Bathypathes sp.,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.1_d_69,19ea437d307353a3f2eeac137706a5adcaed96a6,1,Metazoa,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus acutus,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,f44ac08e3c5cfad380cfa3d770592e146930c7f2,110317,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.2_d_70,37ed1360b57b3ba7785fa477688d1c3699aa2a1d,642,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,Paragorgia arborea,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,6d6f14d6ba7aa6b49ddcda03715674e65f4792a9,630,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,d2fed8620f218c9a6aafb7ac90dcd7c858e8a937,364,Metazoa,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,Acanthascus dawsoni,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,d5412c78bf2e21ab092ec65f8df24cdfea0deadd,142,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,e701bbf879fa87a61e309faf149dd676ab3e865a,132,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,d25dd146aea042781d1462ed56cbee3b6a234224,54,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,ae491d1b4d72f58519db021a24088575a7ca90d8,19,Metazoa,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,Halisarca sp.,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,f8b9eb41062c85032102ea133d3e36085b5bbd75,17,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,53d29f041c984d5ef7b73ea92f7833a5740b70b8,14,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,37f4ef06bbeaf9f86f3c4c3f83400cf5ceb43bce,10,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,265b91dbea66d9fb0c4d2e0200b9a4b28e3b32a2,9,Metazoa,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stryphnus,Stryphnus ponderosus,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,81a845ddc3278c1942de1601616fcc61e507ec28,7,Metazoa,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,Bathypathes sp.,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,4aef5cca6bf8bbd9319d24069765ef96d69e5ef7,6,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,739346680c620bc482ee29b5bbe2c37a9512e0bd,5,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.2_d_70,e38b8a2f228596ed9eb0187c4d1b88e5fd23d08f,4,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.2_d_70,0f8cc9d6bd90a4b97b0d7c5aa02b29b409a1c269,3,Other Eukaryota,NA,Dinophyceae,NA,NA,NA,uncultured dinoflagellate,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,dab540c77d3587adf59bbafd35e78949cbb2771c,3,Metazoa,Porifera,Demospongiae,Suberitida,Suberitidae,Plicatellopsis,Plicatellopsis fragilis,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,eb867a7c42cc89589b64eaa22650ed16f31debc5,3,Metazoa,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes mentella,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,c413637a34929b958b869f569917762d57366a8f,2,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Sphaerocorynidae,NA,Sphaerocorynidae sp.,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.2_d_70,bd0845a5ce1188dd63609ef46f6c40f9469daac7,1,Metazoa,Porifera,Demospongiae,Merliida,Hamacanthidae,Hamacantha,Hamacantha falcula,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,f44ac08e3c5cfad380cfa3d770592e146930c7f2,75859,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.3_d_71,6d6f14d6ba7aa6b49ddcda03715674e65f4792a9,624,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,a899e8d63424b746c8e025721be11c50778fcb15,89,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,d0e7fc10597fbd4e38adfa9ec129815add14008d,71,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,f8b9eb41062c85032102ea133d3e36085b5bbd75,21,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,1618af37b3ed382db9e0c0b980b2417633e02370,13,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,ba277b74874bb3c775af80cccf02bb555fd73797,11,Metazoa,NA,NA,NA,NA,NA,NA,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,37ed1360b57b3ba7785fa477688d1c3699aa2a1d,10,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Paragorgiidae,Paragorgia,Paragorgia arborea,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,53d29f041c984d5ef7b73ea92f7833a5740b70b8,10,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,739346680c620bc482ee29b5bbe2c37a9512e0bd,10,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.3_d_71,2d9ac27f72366b72bf7bcfc421c3cd2a84ea4bd8,8,Metazoa,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea levis,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,4aef5cca6bf8bbd9319d24069765ef96d69e5ef7,6,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,19ea437d307353a3f2eeac137706a5adcaed96a6,3,Metazoa,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus acutus,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,7d2a25dd61bfa4f3f3317edb0b393e46d2eaa448,3,Metazoa,Echinodermata,Crinoidea,Comatulida,Comatulidae,Anneissia,Anneissia benhami,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,b25311146b6159721ba34f75dc208c535bc88744,3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Torotrogla cardueli,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,bd0845a5ce1188dd63609ef46f6c40f9469daac7,3,Metazoa,Porifera,Demospongiae,Merliida,Hamacanthidae,Hamacantha,Hamacantha falcula,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,d5412c78bf2e21ab092ec65f8df24cdfea0deadd,3,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,313dd132bf9960c8e595f30e680ca04670c80af9,2,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_M_Trip8-75.3_d_71,b13a0e9b341f8a8917d32bba9c86f3cea91ce72e,1,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Can_M_Trip8-75.3_d_71,c413637a34929b958b869f569917762d57366a8f,1,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Sphaerocorynidae,NA,Sphaerocorynidae sp.,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,f44ac08e3c5cfad380cfa3d770592e146930c7f2,42968,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_S_15O6_d_75,53d29f041c984d5ef7b73ea92f7833a5740b70b8,110,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,bd0845a5ce1188dd63609ef46f6c40f9469daac7,99,Metazoa,Porifera,Demospongiae,Merliida,Hamacanthidae,Hamacantha,Hamacantha falcula,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,a19797b5cd686a6e98cc3cc53d44dfb2a0218799,83,Metazoa,Chordata,Actinopteri,Gadiformes,Moridae,Antimora,Antimora rostrata,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,2d9ac27f72366b72bf7bcfc421c3cd2a84ea4bd8,44,Metazoa,Porifera,Demospongiae,Tetractinellida,Theneidae,Thenea,Thenea levis,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,8037922e1e7153f3e491d74b9995a29f9b8d986a,14,Metazoa,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Bathylagus,Bathylagus euryops,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,f8b9eb41062c85032102ea133d3e36085b5bbd75,14,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia parva,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,2ed429a527d4671319963356e423dfe2f4df3c3b,13,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,739346680c620bc482ee29b5bbe2c37a9512e0bd,13,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_S_15O6_d_75,bb6ff59ed77b72fb071b8c36cff1668a7ef9cc75,12,Metazoa,Mollusca,Cephalopoda,Octopoda,Octopodidae,Graneledone,NA,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,bb722ffcc977896e7012fb24d1eccd53c922775f,12,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia hentscheli,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,b5b47378f464d208a0b415d7f9d5c35e6b7fe072,11,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter autotrophicus,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,677564e4f2d127f2a5202f7e48a10bef66ec11c8,9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,4aef5cca6bf8bbd9319d24069765ef96d69e5ef7,8,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia phlegraei,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,45ece4b032daaffa54515465c94d27bcd7d480ce,5,Metazoa,Porifera,Demospongiae,Verongiida,Ianthellidae,Hexadella,Hexadella dedritifera,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,89d3ee730109caf237fb4ec1774d3e7e4035acfb,5,Metazoa,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,97aff3cae87a11a196f5141689d7f08ebba075f9,5,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Zancleopsidae,Zancleopsis,Zancleopsis cabela,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,bc78d314a239d53d3974f6e3e5c700432d51449f,5,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus kaupii,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,313dd132bf9960c8e595f30e680ca04670c80af9,2,Metazoa,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,Geodia barretti,Geodia barretti,Host DNA
Gb_Can_S_15O6_d_75,450cb817a22da8694d93901621eea18e8a1fd449,2,Metazoa,Cnidaria,Anthozoa,Actiniaria,NA,NA,Actiniaria sp.,Geodia barretti,nsDNA
Gb_Can_S_15O6_d_75,c413637a34929b958b869f569917762d57366a8f,2,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Sphaerocorynidae,NA,Sphaerocorynidae sp.,Geodia barretti,nsDNA
